"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2025/03";"9";"04/03/2025";"2";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.111";"0";"1.065";"46";"917";"194";"1.111";"0"
"2025/03";"9";"05/03/2025";"3";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.161";"0";"1.114";"47";"947";"214";"1.161";"0"
"2025/03";"9";"06/03/2025";"4";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.089";"0";"1.049";"40";"876";"213";"1.089";"0"
"2025/03";"9";"07/03/2025";"5";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.243";"0";"1.205";"38";"1.003";"240";"1.243";"0"
"2025/03";"9";"08/03/2025";"6";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.308";"0";"1.277";"31";"1.061";"247";"0";"1.308"
"2025/03";"9";"09/03/2025";"7";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.163";"0";"1.150";"13";"1.001";"162";"0";"1.163"
"2025/03";"9";"10/03/2025";"1";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.065";"0";"1.017";"48";"882";"183";"1.065";"0"
"2025/03";"9";"11/03/2025";"2";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.070";"0";"1.022";"48";"859";"211";"1.070";"0"
"2025/03";"12";"01/03/2025";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"13.341";"0";"13.158";"183";"9.673";"3.668";"0";"13.341"
"2025/03";"12";"02/03/2025";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"12.254";"0";"12.201";"53";"9.028";"3.226";"0";"12.254"
"2025/03";"12";"03/03/2025";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.985";"1";"14.389";"595";"12.230";"2.755";"14.985";"0"
"2025/03";"12";"04/03/2025";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.236";"1";"14.534";"701";"12.306";"2.930";"15.236";"0"
"2025/03";"12";"05/03/2025";"3";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.322";"0";"14.631";"691";"12.194";"3.128";"15.322";"0"
"2025/03";"12";"06/03/2025";"4";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.644";"0";"14.956";"688";"12.439";"3.205";"15.644";"0"
"2025/03";"12";"07/03/2025";"5";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"16.318";"1";"15.667";"650";"12.651";"3.667";"16.318";"0"
"2025/03";"12";"08/03/2025";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.325";"1";"15.080";"244";"11.034";"4.291";"0";"15.325"
"2025/03";"12";"09/03/2025";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"13.172";"0";"13.096";"76";"9.582";"3.590";"0";"13.172"
"2025/03";"12";"10/03/2025";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.943";"1";"14.316";"626";"12.120";"2.823";"14.943";"0"
"2025/03";"12";"11/03/2025";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.123";"1";"14.470";"652";"12.287";"2.836";"15.123";"0"
"2025/03";"16";"01/03/2025";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.400";"0";"1.360";"40";"1.072";"328";"0";"1.400"
"2025/03";"16";"02/03/2025";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.501";"0";"1.466";"35";"1.124";"377";"0";"1.501"
"2025/03";"16";"03/03/2025";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.649";"0";"1.507";"142";"1.357";"292";"1.649";"0"
"2025/03";"16";"04/03/2025";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.728";"0";"1.571";"157";"1.424";"304";"1.728";"0"
"2025/03";"16";"05/03/2025";"3";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.672";"0";"1.528";"144";"1.374";"298";"1.672";"0"
"2025/03";"16";"06/03/2025";"4";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.724";"0";"1.575";"149";"1.433";"291";"1.724";"0"
"2025/03";"16";"07/03/2025";"5";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.736";"0";"1.602";"134";"1.398";"338";"1.736";"0"
"2025/03";"16";"08/03/2025";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.570";"0";"1.515";"55";"1.195";"375";"0";"1.570"
"2025/03";"16";"09/03/2025";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.509";"0";"1.481";"28";"1.127";"382";"0";"1.509"
"2025/03";"16";"10/03/2025";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.648";"0";"1.508";"140";"1.354";"294";"1.648";"0"
"2025/03";"16";"11/03/2025";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.665";"0";"1.508";"157";"1.402";"263";"1.665";"0"
"2025/03";"17";"01/03/2025";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"8.761";"0";"8.608";"153";"6.303";"2.458";"0";"8.761"
"2025/03";"17";"02/03/2025";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"7.437";"0";"7.389";"48";"5.355";"2.082";"0";"7.437"
"2025/03";"17";"03/03/2025";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"10.697";"0";"9.730";"967";"8.542";"2.155";"10.697";"0"
"2025/03";"17";"04/03/2025";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"10.949";"0";"9.937";"1.012";"8.636";"2.313";"10.949";"0"
"2025/03";"17";"05/03/2025";"3";"SS 12 tra Mirandola e confine regionale Lombardia";"10.774";"0";"9.730";"1.044";"8.527";"2.247";"10.774";"0"
"2025/03";"17";"06/03/2025";"4";"SS 12 tra Mirandola e confine regionale Lombardia";"10.922";"0";"9.889";"1.033";"8.595";"2.327";"10.922";"0"
"2025/03";"17";"07/03/2025";"5";"SS 12 tra Mirandola e confine regionale Lombardia";"11.633";"0";"10.606";"1.027";"8.896";"2.737";"11.633";"0"
"2025/03";"17";"08/03/2025";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"9.183";"0";"8.960";"223";"6.479";"2.704";"0";"9.183"
"2025/03";"17";"09/03/2025";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"8.342";"0";"8.284";"58";"6.141";"2.201";"0";"8.342"
"2025/03";"17";"10/03/2025";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"10.727";"0";"9.702";"1.025";"8.600";"2.127";"10.727";"0"
"2025/03";"17";"11/03/2025";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"10.947";"0";"9.771";"1.176";"8.669";"2.278";"10.947";"0"
"2025/03";"19";"01/03/2025";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"10.601";"0";"10.166";"435";"7.988";"2.613";"0";"10.601"
"2025/03";"19";"02/03/2025";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"9.934";"0";"9.781";"153";"7.396";"2.538";"0";"9.934"
"2025/03";"19";"03/03/2025";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.464";"0";"9.966";"2.498";"9.848";"2.616";"12.464";"0"
"2025/03";"19";"04/03/2025";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.585";"0";"9.974";"2.611";"9.898";"2.687";"12.585";"0"
"2025/03";"19";"05/03/2025";"3";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.693";"0";"10.016";"2.677";"9.996";"2.697";"12.693";"0"
"2025/03";"19";"06/03/2025";"4";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.900";"0";"10.362";"2.538";"10.096";"2.804";"12.900";"0"
"2025/03";"19";"07/03/2025";"5";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"13.253";"0";"10.860";"2.393";"10.142";"3.111";"13.253";"0"
"2025/03";"19";"08/03/2025";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"11.493";"0";"11.004";"489";"8.638";"2.855";"0";"11.493"
"2025/03";"19";"09/03/2025";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"9.908";"0";"9.757";"151";"7.505";"2.403";"0";"9.908"
"2025/03";"19";"10/03/2025";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.380";"0";"9.913";"2.467";"9.842";"2.538";"12.380";"0"
"2025/03";"19";"11/03/2025";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.653";"0";"10.037";"2.616";"10.051";"2.602";"12.653";"0"
"2025/03";"25";"01/03/2025";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.620";"0";"27.245";"375";"19.328";"8.292";"0";"27.620"
"2025/03";"25";"02/03/2025";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"24.028";"0";"23.898";"130";"16.827";"7.201";"0";"24.028"
"2025/03";"25";"03/03/2025";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.681";"0";"26.354";"2.327";"21.458";"7.223";"28.681";"0"
"2025/03";"25";"04/03/2025";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"31.272";"0";"27.625";"3.647";"21.742";"9.530";"31.272";"0"
"2025/03";"25";"05/03/2025";"3";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"31.142";"0";"27.757";"3.385";"21.806";"9.336";"31.142";"0"
"2025/03";"25";"06/03/2025";"4";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.288";"0";"25.520";"2.768";"19.623";"8.665";"28.288";"0"
"2025/03";"25";"07/03/2025";"5";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"30.514";"0";"28.731";"1.783";"22.227";"8.287";"30.514";"0"
"2025/03";"25";"08/03/2025";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"29.237";"0";"28.767";"470";"20.466";"8.771";"0";"29.237"
"2025/03";"25";"09/03/2025";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"24.624";"0";"24.487";"137";"17.464";"7.160";"0";"24.624"
"2025/03";"25";"10/03/2025";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.634";"0";"26.887";"1.747";"22.212";"6.422";"28.634";"0"
"2025/03";"25";"11/03/2025";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.340";"0";"26.535";"1.805";"21.853";"6.487";"28.340";"0"
"2025/03";"29";"01/03/2025";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.483";"0";"22.021";"462";"15.989";"6.494";"0";"22.483"
"2025/03";"29";"02/03/2025";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"20.157";"0";"19.932";"225";"14.474";"5.683";"0";"20.157"
"2025/03";"29";"03/03/2025";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.135";"0";"19.960";"2.175";"17.128";"5.007";"22.135";"0"
"2025/03";"29";"04/03/2025";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.843";"0";"20.206";"2.637";"17.681";"5.162";"22.843";"0"
"2025/03";"29";"05/03/2025";"3";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.974";"0";"20.452";"2.522";"17.577";"5.397";"22.974";"0"
"2025/03";"29";"06/03/2025";"4";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.182";"0";"20.698";"2.484";"17.761";"5.421";"23.182";"0"
"2025/03";"29";"07/03/2025";"5";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.889";"0";"21.509";"2.380";"17.730";"6.159";"23.889";"0"
"2025/03";"29";"08/03/2025";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"21.954";"0";"21.446";"508";"15.062";"6.892";"0";"21.954"
"2025/03";"29";"09/03/2025";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"19.769";"0";"19.597";"172";"14.119";"5.650";"0";"19.769"
"2025/03";"29";"10/03/2025";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"21.990";"0";"19.711";"2.279";"17.187";"4.803";"21.990";"0"
"2025/03";"29";"11/03/2025";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.132";"0";"20.691";"2.441";"17.928";"5.204";"23.132";"0"
"2025/03";"53";"01/03/2025";"6";"SS 309 a San Giuseppe di Comacchio";"8.275";"0";"7.397";"878";"6.320";"1.955";"0";"8.275"
"2025/03";"53";"02/03/2025";"7";"SS 309 a San Giuseppe di Comacchio";"9.849";"0";"9.471";"378";"7.760";"2.089";"0";"9.849"
"2025/03";"53";"03/03/2025";"1";"SS 309 a San Giuseppe di Comacchio";"10.506";"0";"6.947";"3.559";"8.302";"2.204";"10.506";"0"
"2025/03";"53";"04/03/2025";"2";"SS 309 a San Giuseppe di Comacchio";"10.584";"0";"6.414";"4.170";"8.363";"2.221";"10.584";"0"
"2025/03";"53";"05/03/2025";"3";"SS 309 a San Giuseppe di Comacchio";"10.897";"0";"6.844";"4.053";"8.627";"2.270";"10.897";"0"
"2025/03";"53";"06/03/2025";"4";"SS 309 a San Giuseppe di Comacchio";"11.200";"0";"7.166";"4.034";"8.971";"2.229";"11.200";"0"
"2025/03";"53";"07/03/2025";"5";"SS 309 a San Giuseppe di Comacchio";"10.971";"0";"7.754";"3.217";"8.716";"2.255";"10.971";"0"
"2025/03";"53";"08/03/2025";"6";"SS 309 a San Giuseppe di Comacchio";"9.216";"0";"8.220";"996";"7.056";"2.160";"0";"9.216"
"2025/03";"53";"09/03/2025";"7";"SS 309 a San Giuseppe di Comacchio";"8.839";"0";"8.485";"354";"6.950";"1.889";"0";"8.839"
"2025/03";"53";"10/03/2025";"1";"SS 309 a San Giuseppe di Comacchio";"10.211";"0";"6.552";"3.659";"7.969";"2.242";"10.211";"0"
"2025/03";"53";"11/03/2025";"2";"SS 309 a San Giuseppe di Comacchio";"10.914";"0";"6.541";"4.373";"8.614";"2.300";"10.914";"0"
"2025/03";"95";"01/03/2025";"6";"SS 10 tra Castel San Giovanni e Sarmato";"11.891";"0";"11.665";"226";"8.867";"3.024";"0";"11.891"
"2025/03";"95";"02/03/2025";"7";"SS 10 tra Castel San Giovanni e Sarmato";"9.941";"0";"9.863";"78";"7.411";"2.530";"0";"9.941"
"2025/03";"95";"03/03/2025";"1";"SS 10 tra Castel San Giovanni e Sarmato";"13.253";"1";"12.352";"900";"10.549";"2.704";"13.253";"0"
"2025/03";"95";"04/03/2025";"2";"SS 10 tra Castel San Giovanni e Sarmato";"13.285";"1";"12.420";"864";"10.403";"2.882";"13.285";"0"
"2025/03";"95";"05/03/2025";"3";"SS 10 tra Castel San Giovanni e Sarmato";"13.168";"1";"12.234";"933";"10.397";"2.771";"13.168";"0"
"2025/03";"95";"06/03/2025";"4";"SS 10 tra Castel San Giovanni e Sarmato";"13.482";"1";"12.573";"908";"10.594";"2.888";"13.482";"0"
"2025/03";"95";"07/03/2025";"5";"SS 10 tra Castel San Giovanni e Sarmato";"14.170";"1";"13.281";"888";"10.840";"3.330";"14.170";"0"
"2025/03";"95";"08/03/2025";"6";"SS 10 tra Castel San Giovanni e Sarmato";"7.649";"0";"7.446";"203";"6.069";"1.580";"0";"7.649"
"2025/03";"95";"09/03/2025";"7";"SS 10 tra Castel San Giovanni e Sarmato";"8.915";"0";"8.843";"72";"6.531";"2.384";"0";"8.915"
"2025/03";"95";"10/03/2025";"1";"SS 10 tra Castel San Giovanni e Sarmato";"12.841";"0";"12.024";"817";"10.207";"2.634";"12.841";"0"
"2025/03";"95";"11/03/2025";"2";"SS 10 tra Castel San Giovanni e Sarmato";"12.210";"1";"11.492";"717";"9.424";"2.786";"12.210";"0"
"2025/03";"98";"01/03/2025";"6";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.332";"0";"2.293";"39";"1.827";"505";"0";"2.332"
"2025/03";"98";"02/03/2025";"7";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.310";"0";"2.306";"4";"1.871";"439";"0";"2.310"
"2025/03";"98";"03/03/2025";"1";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.602";"0";"2.473";"129";"2.119";"483";"2.602";"0"
"2025/03";"98";"04/03/2025";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.650";"0";"2.518";"132";"2.129";"521";"2.650";"0"
"2025/03";"98";"05/03/2025";"3";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.908";"0";"2.784";"124";"2.339";"569";"2.908";"0"
"2025/03";"98";"06/03/2025";"4";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.905";"0";"2.768";"137";"2.361";"544";"2.905";"0"
"2025/03";"98";"07/03/2025";"5";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.935";"0";"2.807";"128";"2.304";"631";"2.935";"0"
"2025/03";"98";"08/03/2025";"6";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.983";"0";"2.934";"49";"2.292";"691";"0";"2.983"
"2025/03";"98";"09/03/2025";"7";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.704";"1";"2.693";"10";"2.227";"477";"0";"2.704"
"2025/03";"98";"10/03/2025";"1";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.672";"0";"2.560";"112";"2.121";"551";"2.672";"0"
"2025/03";"98";"11/03/2025";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.662";"0";"2.551";"111";"2.139";"523";"2.662";"0"
"2025/03";"104";"01/03/2025";"6";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"02/03/2025";"7";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"03/03/2025";"1";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"04/03/2025";"2";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"05/03/2025";"3";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"06/03/2025";"4";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"07/03/2025";"5";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"08/03/2025";"6";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"09/03/2025";"7";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"10/03/2025";"1";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"11/03/2025";"2";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"107";"01/03/2025";"6";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"7.557";"0";"7.385";"172";"5.555";"2.002";"0";"7.557"
"2025/03";"107";"02/03/2025";"7";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"6.703";"0";"6.658";"45";"5.069";"1.634";"0";"6.703"
"2025/03";"107";"03/03/2025";"1";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"10.177";"0";"9.176";"1.001";"8.293";"1.884";"10.177";"0"
"2025/03";"107";"04/03/2025";"2";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.879";"0";"8.907";"972";"8.078";"1.801";"9.879";"0"
"2025/03";"107";"05/03/2025";"3";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"10.282";"0";"9.222";"1.060";"8.234";"2.048";"10.282";"0"
"2025/03";"107";"06/03/2025";"4";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"10.336";"0";"9.286";"1.050";"8.210";"2.126";"10.336";"0"
"2025/03";"107";"07/03/2025";"5";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"10.325";"0";"9.296";"1.029";"8.146";"2.179";"10.325";"0"
"2025/03";"107";"08/03/2025";"6";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"8.549";"1";"8.342";"206";"6.362";"2.187";"0";"8.549"
"2025/03";"107";"09/03/2025";"7";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"6.602";"0";"6.552";"50";"4.933";"1.669";"0";"6.602"
"2025/03";"107";"10/03/2025";"1";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.408";"0";"8.529";"879";"7.619";"1.789";"9.408";"0"
"2025/03";"107";"11/03/2025";"2";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.709";"0";"8.759";"950";"7.888";"1.821";"9.709";"0"
"2025/03";"112";"03/03/2025";"1";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"10.983";"2";"9.448";"1.533";"9.146";"1.837";"10.983";"0"
"2025/03";"112";"04/03/2025";"2";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"14.821";"2";"12.623";"2.196";"11.757";"3.064";"14.821";"0"
"2025/03";"115";"01/03/2025";"6";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.317";"0";"2.256";"61";"1.739";"578";"0";"2.317"
"2025/03";"115";"02/03/2025";"7";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.588";"0";"2.552";"36";"1.943";"645";"0";"2.588"
"2025/03";"115";"03/03/2025";"1";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.809";"0";"2.488";"321";"2.239";"570";"2.809";"0"
"2025/03";"115";"04/03/2025";"2";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.840";"0";"2.488";"352";"2.309";"531";"2.840";"0"
"2025/03";"115";"05/03/2025";"3";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.773";"0";"2.420";"353";"2.216";"557";"2.773";"0"
"2025/03";"115";"06/03/2025";"4";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.777";"0";"2.481";"296";"2.242";"535";"2.777";"0"
"2025/03";"115";"07/03/2025";"5";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"3.065";"0";"2.745";"320";"2.434";"631";"3.065";"0"
"2025/03";"115";"08/03/2025";"6";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.655";"0";"2.558";"97";"2.018";"637";"0";"2.655"
"2025/03";"115";"09/03/2025";"7";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.239";"0";"2.207";"32";"1.624";"615";"0";"2.239"
"2025/03";"115";"10/03/2025";"1";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.791";"0";"2.488";"303";"2.283";"508";"2.791";"0"
