"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2025/03";"9";"18/03/2025";"2";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.141";"0";"1.090";"51";"933";"208";"1.141";"0"
"2025/03";"9";"19/03/2025";"3";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.178";"0";"1.126";"52";"950";"228";"1.178";"0"
"2025/03";"9";"20/03/2025";"4";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.148";"0";"1.115";"33";"940";"208";"1.148";"0"
"2025/03";"9";"21/03/2025";"5";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.201";"0";"1.166";"35";"957";"244";"1.201";"0"
"2025/03";"9";"22/03/2025";"6";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.083";"0";"1.062";"21";"823";"260";"0";"1.083"
"2025/03";"9";"23/03/2025";"7";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.142";"0";"1.135";"7";"951";"191";"0";"1.142"
"2025/03";"9";"24/03/2025";"1";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.170";"0";"1.108";"62";"963";"207";"1.170";"0"
"2025/03";"9";"25/03/2025";"2";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.117";"0";"1.048";"69";"927";"190";"1.117";"0"
"2025/03";"12";"12/03/2025";"3";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.591";"0";"13.939";"652";"11.895";"2.696";"14.591";"0"
"2025/03";"12";"13/03/2025";"4";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.273";"0";"14.583";"690";"12.244";"3.029";"15.273";"0"
"2025/03";"12";"14/03/2025";"5";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.914";"2";"15.227";"685";"12.542";"3.372";"15.914";"0"
"2025/03";"12";"15/03/2025";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.534";"1";"14.334";"199";"10.634";"3.900";"0";"14.534"
"2025/03";"12";"16/03/2025";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"13.727";"0";"13.659";"68";"10.173";"3.554";"0";"13.727"
"2025/03";"12";"17/03/2025";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.034";"1";"14.368";"665";"12.249";"2.785";"15.034";"0"
"2025/03";"12";"18/03/2025";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.952";"1";"14.300";"651";"12.178";"2.774";"14.952";"0"
"2025/03";"12";"19/03/2025";"3";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.643";"0";"14.975";"668";"12.575";"3.068";"15.643";"0"
"2025/03";"12";"20/03/2025";"4";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.666";"0";"14.947";"719";"12.564";"3.102";"15.666";"0"
"2025/03";"12";"21/03/2025";"5";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"16.358";"0";"15.655";"703";"12.744";"3.614";"16.358";"0"
"2025/03";"12";"22/03/2025";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.231";"1";"14.036";"194";"10.366";"3.865";"0";"14.231"
"2025/03";"12";"23/03/2025";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"12.834";"0";"12.773";"61";"9.572";"3.262";"0";"12.834"
"2025/03";"12";"24/03/2025";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.097";"1";"14.442";"654";"12.257";"2.840";"15.097";"0"
"2025/03";"12";"25/03/2025";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.249";"0";"14.535";"714";"12.489";"2.760";"15.249";"0"
"2025/03";"16";"12/03/2025";"3";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.613";"0";"1.485";"128";"1.330";"283";"1.613";"0"
"2025/03";"16";"13/03/2025";"4";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.727";"0";"1.596";"131";"1.417";"310";"1.727";"0"
"2025/03";"16";"14/03/2025";"5";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.621";"0";"1.503";"118";"1.300";"321";"1.621";"0"
"2025/03";"16";"15/03/2025";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.441";"0";"1.403";"38";"1.115";"326";"0";"1.441"
"2025/03";"16";"16/03/2025";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.405";"0";"1.388";"17";"1.032";"373";"0";"1.405"
"2025/03";"16";"17/03/2025";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.731";"0";"1.611";"120";"1.399";"332";"1.731";"0"
"2025/03";"16";"18/03/2025";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.727";"0";"1.619";"108";"1.433";"294";"1.727";"0"
"2025/03";"16";"19/03/2025";"3";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.718";"0";"1.554";"164";"1.444";"274";"1.718";"0"
"2025/03";"16";"20/03/2025";"4";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.692";"0";"1.562";"130";"1.362";"330";"1.692";"0"
"2025/03";"16";"21/03/2025";"5";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.820";"0";"1.693";"127";"1.431";"389";"1.820";"0"
"2025/03";"16";"22/03/2025";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.423";"0";"1.383";"40";"1.061";"362";"0";"1.423"
"2025/03";"16";"23/03/2025";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.364";"0";"1.344";"20";"1.022";"342";"0";"1.364"
"2025/03";"16";"24/03/2025";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.682";"0";"1.545";"137";"1.352";"330";"1.682";"0"
"2025/03";"16";"25/03/2025";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.769";"0";"1.629";"140";"1.471";"298";"1.769";"0"
"2025/03";"17";"12/03/2025";"3";"SS 12 tra Mirandola e confine regionale Lombardia";"10.846";"0";"9.784";"1.062";"8.538";"2.308";"10.846";"0"
"2025/03";"17";"13/03/2025";"4";"SS 12 tra Mirandola e confine regionale Lombardia";"11.088";"0";"10.034";"1.054";"8.794";"2.294";"11.088";"0"
"2025/03";"17";"14/03/2025";"5";"SS 12 tra Mirandola e confine regionale Lombardia";"11.135";"0";"10.229";"906";"8.501";"2.634";"11.135";"0"
"2025/03";"17";"15/03/2025";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"8.870";"0";"8.698";"172";"6.254";"2.616";"0";"8.870"
"2025/03";"17";"16/03/2025";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"7.214";"0";"7.156";"58";"4.939";"2.275";"0";"7.214"
"2025/03";"17";"17/03/2025";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"10.830";"0";"9.784";"1.046";"8.614";"2.216";"10.830";"0"
"2025/03";"17";"18/03/2025";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"11.145";"0";"10.021";"1.124";"8.860";"2.285";"11.145";"0"
"2025/03";"17";"19/03/2025";"3";"SS 12 tra Mirandola e confine regionale Lombardia";"11.317";"0";"10.297";"1.020";"8.883";"2.434";"11.317";"0"
"2025/03";"17";"20/03/2025";"4";"SS 12 tra Mirandola e confine regionale Lombardia";"11.073";"0";"10.034";"1.039";"8.675";"2.398";"11.073";"0"
"2025/03";"17";"21/03/2025";"5";"SS 12 tra Mirandola e confine regionale Lombardia";"11.807";"0";"10.807";"1.000";"8.939";"2.868";"11.807";"0"
"2025/03";"17";"22/03/2025";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"9.226";"0";"9.061";"165";"6.316";"2.910";"0";"9.226"
"2025/03";"17";"23/03/2025";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"6.629";"0";"6.587";"42";"4.791";"1.838";"0";"6.629"
"2025/03";"17";"24/03/2025";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"10.938";"0";"9.755";"1.183";"8.675";"2.263";"10.938";"0"
"2025/03";"17";"25/03/2025";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"11.232";"0";"10.010";"1.222";"8.843";"2.389";"11.232";"0"
"2025/03";"19";"12/03/2025";"3";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.556";"0";"10.001";"2.555";"9.952";"2.604";"12.556";"0"
"2025/03";"19";"13/03/2025";"4";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.902";"0";"10.347";"2.555";"10.163";"2.739";"12.902";"0"
"2025/03";"19";"14/03/2025";"5";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"13.191";"0";"10.680";"2.511";"10.284";"2.907";"13.191";"0"
"2025/03";"19";"15/03/2025";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"10.185";"0";"9.730";"455";"7.535";"2.650";"0";"10.185"
"2025/03";"19";"16/03/2025";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"10.361";"0";"10.180";"181";"7.780";"2.581";"0";"10.361"
"2025/03";"19";"17/03/2025";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.518";"0";"9.984";"2.534";"9.799";"2.719";"12.518";"0"
"2025/03";"19";"18/03/2025";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.771";"0";"10.169";"2.602";"9.953";"2.818";"12.771";"0"
"2025/03";"19";"19/03/2025";"3";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.953";"0";"10.326";"2.627";"10.066";"2.887";"12.953";"0"
"2025/03";"19";"20/03/2025";"4";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"13.100";"0";"10.434";"2.666";"10.215";"2.885";"13.100";"0"
"2025/03";"19";"21/03/2025";"5";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"13.576";"0";"11.165";"2.411";"10.472";"3.104";"13.576";"0"
"2025/03";"19";"22/03/2025";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"10.353";"0";"9.922";"431";"7.644";"2.709";"0";"10.353"
"2025/03";"19";"23/03/2025";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"9.311";"0";"9.151";"160";"6.901";"2.410";"0";"9.311"
"2025/03";"19";"24/03/2025";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.416";"0";"9.847";"2.569";"9.735";"2.681";"12.416";"0"
"2025/03";"19";"25/03/2025";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.713";"0";"10.098";"2.615";"10.027";"2.686";"12.713";"0"
"2025/03";"25";"12/03/2025";"3";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.542";"0";"26.835";"1.707";"21.993";"6.549";"28.542";"0"
"2025/03";"25";"13/03/2025";"4";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.279";"0";"26.632";"1.647";"21.119";"7.160";"28.279";"0"
"2025/03";"25";"14/03/2025";"5";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"30.021";"0";"28.470";"1.551";"22.219";"7.802";"30.021";"0"
"2025/03";"25";"15/03/2025";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.917";"0";"27.515";"402";"19.663";"8.254";"0";"27.917"
"2025/03";"25";"16/03/2025";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"24.744";"0";"24.615";"129";"17.664";"7.080";"0";"24.744"
"2025/03";"25";"17/03/2025";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.624";"0";"26.721";"1.903";"21.943";"6.681";"28.624";"0"
"2025/03";"25";"18/03/2025";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"29.330";"0";"26.824";"2.506";"21.541";"7.789";"29.330";"0"
"2025/03";"25";"19/03/2025";"3";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"31.202";"0";"28.149";"3.053";"22.133";"9.069";"31.202";"0"
"2025/03";"25";"20/03/2025";"4";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.977";"0";"26.062";"1.915";"20.779";"7.198";"27.977";"0"
"2025/03";"25";"21/03/2025";"5";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"30.472";"0";"28.705";"1.767";"22.405";"8.067";"30.472";"0"
"2025/03";"25";"22/03/2025";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.959";"0";"27.524";"435";"19.730";"8.229";"0";"27.959"
"2025/03";"25";"23/03/2025";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"24.196";"0";"24.073";"123";"17.176";"7.020";"0";"24.196"
"2025/03";"25";"24/03/2025";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.346";"0";"26.513";"1.833";"21.728";"6.618";"28.346";"0"
"2025/03";"25";"25/03/2025";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.497";"0";"26.693";"1.804";"21.899";"6.598";"28.497";"0"
"2025/03";"29";"12/03/2025";"3";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.379";"0";"19.979";"2.400";"17.229";"5.150";"22.379";"0"
"2025/03";"29";"13/03/2025";"4";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.144";"0";"20.654";"2.490";"17.808";"5.336";"23.144";"0"
"2025/03";"29";"14/03/2025";"5";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.881";"0";"20.676";"2.205";"17.166";"5.715";"22.881";"0"
"2025/03";"29";"15/03/2025";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"21.895";"0";"21.449";"446";"15.475";"6.420";"0";"21.895"
"2025/03";"29";"16/03/2025";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"21.793";"0";"21.371";"422";"14.248";"7.545";"0";"21.793"
"2025/03";"29";"17/03/2025";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.606";"0";"19.579";"3.027";"15.704";"6.902";"22.606";"0"
"2025/03";"29";"18/03/2025";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.103";"0";"20.713";"2.390";"17.757";"5.346";"23.103";"0"
"2025/03";"29";"19/03/2025";"3";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.495";"0";"20.964";"2.531";"17.899";"5.596";"23.495";"0"
"2025/03";"29";"20/03/2025";"4";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.134";"0";"20.726";"2.408";"17.522";"5.612";"23.134";"0"
"2025/03";"29";"21/03/2025";"5";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"24.172";"0";"21.844";"2.328";"18.021";"6.151";"24.172";"0"
"2025/03";"29";"22/03/2025";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.450";"0";"22.053";"397";"15.755";"6.695";"0";"22.450"
"2025/03";"29";"23/03/2025";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"20.225";"0";"20.005";"220";"14.279";"5.946";"0";"20.225"
"2025/03";"29";"24/03/2025";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.178";"0";"20.608";"2.570";"18.137";"5.041";"23.178";"0"
"2025/03";"29";"25/03/2025";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.162";"0";"20.671";"2.491";"17.859";"5.303";"23.162";"0"
"2025/03";"53";"12/03/2025";"3";"SS 309 a San Giuseppe di Comacchio";"10.475";"0";"6.412";"4.063";"8.304";"2.171";"10.475";"0"
"2025/03";"53";"13/03/2025";"4";"SS 309 a San Giuseppe di Comacchio";"10.768";"0";"6.721";"4.047";"8.579";"2.189";"10.768";"0"
"2025/03";"53";"14/03/2025";"5";"SS 309 a San Giuseppe di Comacchio";"10.299";"0";"7.166";"3.133";"8.066";"2.233";"10.299";"0"
"2025/03";"53";"15/03/2025";"6";"SS 309 a San Giuseppe di Comacchio";"8.030";"0";"7.138";"892";"6.111";"1.919";"0";"8.030"
"2025/03";"53";"16/03/2025";"7";"SS 309 a San Giuseppe di Comacchio";"9.027";"0";"8.670";"357";"7.055";"1.972";"0";"9.027"
"2025/03";"53";"17/03/2025";"1";"SS 309 a San Giuseppe di Comacchio";"10.410";"0";"6.812";"3.598";"8.186";"2.224";"10.410";"0"
"2025/03";"53";"18/03/2025";"2";"SS 309 a San Giuseppe di Comacchio";"11.178";"0";"6.852";"4.326";"8.926";"2.252";"11.178";"0"
"2025/03";"53";"19/03/2025";"3";"SS 309 a San Giuseppe di Comacchio";"11.100";"0";"6.941";"4.159";"8.761";"2.339";"11.100";"0"
"2025/03";"53";"20/03/2025";"4";"SS 309 a San Giuseppe di Comacchio";"11.280";"0";"7.249";"4.031";"8.918";"2.362";"11.280";"0"
"2025/03";"53";"21/03/2025";"5";"SS 309 a San Giuseppe di Comacchio";"11.025";"0";"7.706";"3.319";"8.556";"2.469";"11.025";"0"
"2025/03";"53";"22/03/2025";"6";"SS 309 a San Giuseppe di Comacchio";"8.381";"0";"7.450";"931";"6.397";"1.984";"0";"8.381"
"2025/03";"53";"23/03/2025";"7";"SS 309 a San Giuseppe di Comacchio";"9.116";"0";"8.759";"357";"7.190";"1.926";"0";"9.116"
"2025/03";"53";"24/03/2025";"1";"SS 309 a San Giuseppe di Comacchio";"10.456";"0";"6.764";"3.692";"8.135";"2.321";"10.456";"0"
"2025/03";"53";"25/03/2025";"2";"SS 309 a San Giuseppe di Comacchio";"10.966";"0";"6.690";"4.276";"8.761";"2.205";"10.966";"0"
"2025/03";"95";"12/03/2025";"3";"SS 10 tra Castel San Giovanni e Sarmato";"13.219";"0";"12.319";"900";"10.400";"2.819";"13.219";"0"
"2025/03";"95";"13/03/2025";"4";"SS 10 tra Castel San Giovanni e Sarmato";"13.880";"0";"12.994";"886";"10.879";"3.001";"13.880";"0"
"2025/03";"95";"14/03/2025";"5";"SS 10 tra Castel San Giovanni e Sarmato";"14.229";"0";"13.388";"841";"10.818";"3.411";"14.229";"0"
"2025/03";"95";"15/03/2025";"6";"SS 10 tra Castel San Giovanni e Sarmato";"11.563";"0";"11.364";"199";"8.735";"2.828";"0";"11.563"
"2025/03";"95";"16/03/2025";"7";"SS 10 tra Castel San Giovanni e Sarmato";"9.065";"0";"8.997";"68";"6.788";"2.277";"0";"9.065"
"2025/03";"95";"17/03/2025";"1";"SS 10 tra Castel San Giovanni e Sarmato";"13.249";"1";"12.369";"879";"10.438";"2.811";"13.249";"0"
"2025/03";"95";"18/03/2025";"2";"SS 10 tra Castel San Giovanni e Sarmato";"13.689";"2";"12.765";"922";"10.732";"2.957";"13.689";"0"
"2025/03";"95";"19/03/2025";"3";"SS 10 tra Castel San Giovanni e Sarmato";"13.708";"0";"12.815";"893";"10.755";"2.953";"13.708";"0"
"2025/03";"95";"20/03/2025";"4";"SS 10 tra Castel San Giovanni e Sarmato";"13.732";"1";"12.787";"944";"10.777";"2.955";"13.732";"0"
"2025/03";"95";"21/03/2025";"5";"SS 10 tra Castel San Giovanni e Sarmato";"13.784";"0";"12.927";"857";"10.581";"3.203";"13.784";"0"
"2025/03";"95";"22/03/2025";"6";"SS 10 tra Castel San Giovanni e Sarmato";"11.371";"2";"11.172";"197";"8.347";"3.024";"0";"11.371"
"2025/03";"95";"23/03/2025";"7";"SS 10 tra Castel San Giovanni e Sarmato";"8.853";"0";"8.791";"62";"6.532";"2.321";"0";"8.853"
"2025/03";"95";"24/03/2025";"1";"SS 10 tra Castel San Giovanni e Sarmato";"13.071";"0";"12.240";"831";"10.272";"2.799";"13.071";"0"
"2025/03";"95";"25/03/2025";"2";"SS 10 tra Castel San Giovanni e Sarmato";"13.625";"1";"12.722";"902";"10.721";"2.904";"13.625";"0"
"2025/03";"98";"12/03/2025";"3";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.701";"0";"2.598";"103";"2.171";"530";"2.701";"0"
"2025/03";"98";"13/03/2025";"4";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.725";"1";"2.598";"126";"2.167";"558";"2.725";"0"
"2025/03";"98";"14/03/2025";"5";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"1.823";"0";"1.698";"125";"1.487";"336";"1.823";"0"
"2025/03";"98";"15/03/2025";"6";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.032";"0";"1.955";"77";"1.637";"395";"0";"2.032"
"2025/03";"98";"16/03/2025";"7";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.154";"0";"2.121";"33";"1.725";"429";"0";"2.154"
"2025/03";"98";"17/03/2025";"1";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.719";"0";"2.558";"161";"2.214";"505";"2.719";"0"
"2025/03";"98";"18/03/2025";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.708";"0";"2.578";"130";"2.138";"570";"2.708";"0"
"2025/03";"98";"19/03/2025";"3";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.665";"0";"2.529";"136";"2.178";"487";"2.665";"0"
"2025/03";"98";"20/03/2025";"4";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.687";"0";"2.541";"146";"2.057";"630";"2.687";"0"
"2025/03";"98";"21/03/2025";"5";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.854";"0";"2.664";"190";"2.234";"620";"2.854";"0"
"2025/03";"98";"22/03/2025";"6";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.415";"0";"2.335";"80";"1.879";"536";"0";"2.415"
"2025/03";"98";"23/03/2025";"7";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.290";"1";"2.256";"33";"1.763";"527";"0";"2.290"
"2025/03";"98";"24/03/2025";"1";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.778";"0";"2.605";"173";"2.178";"600";"2.778";"0"
"2025/03";"98";"25/03/2025";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.712";"0";"2.549";"163";"2.182";"530";"2.712";"0"
"2025/03";"104";"12/03/2025";"3";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"13/03/2025";"4";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"14/03/2025";"5";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"15/03/2025";"6";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/03";"104";"16/03/2025";"7";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
