"AnnoMese";"Postazione";"Giorno";"N Giorno Settimana";"Strada";"Transiti - Totale";"Transiti - Non Classificato";"Transiti - Leggeri";"Transiti - Pesanti";"Transiti - Diurno";"Transiti - Notturno";"Transiti - Feriali";"Transiti - Festivi"
"2025/02";"9";"08/02/2025";"6";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"920";"0";"892";"28";"750";"170";"0";"920"
"2025/02";"9";"09/02/2025";"7";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"796";"0";"791";"5";"659";"137";"0";"796"
"2025/02";"9";"10/02/2025";"1";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"1.023";"0";"974";"49";"809";"214";"1.023";"0"
"2025/02";"9";"11/02/2025";"2";"SS 67 a Portico di Romagna tra Rocca San Casciano e San Benedetto in Alpe";"987";"0";"950";"37";"809";"178";"987";"0"
"2025/02";"12";"01/02/2025";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"13.263";"1";"13.060";"202";"9.631";"3.632";"0";"13.263"
"2025/02";"12";"02/02/2025";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"11.283";"1";"11.238";"44";"7.916";"3.367";"0";"11.283"
"2025/02";"12";"03/02/2025";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.351";"0";"13.700";"651";"11.659";"2.692";"14.351";"0"
"2025/02";"12";"04/02/2025";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.520";"0";"13.930";"590";"11.883";"2.637";"14.520";"0"
"2025/02";"12";"05/02/2025";"3";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.834";"1";"14.230";"603";"12.064";"2.770";"14.834";"0"
"2025/02";"12";"06/02/2025";"4";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.698";"1";"14.044";"653";"11.972";"2.726";"14.698";"0"
"2025/02";"12";"07/02/2025";"5";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"15.432";"0";"14.802";"630";"12.144";"3.288";"15.432";"0"
"2025/02";"12";"08/02/2025";"6";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"13.468";"2";"13.291";"175";"9.923";"3.545";"0";"13.468"
"2025/02";"12";"09/02/2025";"7";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"10.745";"1";"10.700";"44";"7.889";"2.856";"0";"10.745"
"2025/02";"12";"10/02/2025";"1";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.337";"0";"13.703";"634";"11.696";"2.641";"14.337";"0"
"2025/02";"12";"11/02/2025";"2";"SS 16 tra A 14 (casello Cattolica) e confine regionale Marche";"14.261";"1";"13.660";"600";"11.741";"2.520";"14.261";"0"
"2025/02";"16";"01/02/2025";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.261";"0";"1.212";"49";"992";"269";"0";"1.261"
"2025/02";"16";"02/02/2025";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.164";"0";"1.151";"13";"864";"300";"0";"1.164"
"2025/02";"16";"03/02/2025";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.566";"0";"1.442";"124";"1.298";"268";"1.566";"0"
"2025/02";"16";"04/02/2025";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.606";"0";"1.461";"145";"1.344";"262";"1.606";"0"
"2025/02";"16";"05/02/2025";"3";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.572";"0";"1.428";"144";"1.342";"230";"1.572";"0"
"2025/02";"16";"06/02/2025";"4";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.481";"0";"1.368";"113";"1.242";"239";"1.481";"0"
"2025/02";"16";"07/02/2025";"5";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.785";"0";"1.633";"152";"1.436";"349";"1.785";"0"
"2025/02";"16";"08/02/2025";"6";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.363";"0";"1.325";"38";"1.064";"299";"0";"1.363"
"2025/02";"16";"09/02/2025";"7";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.092";"0";"1.081";"11";"817";"275";"0";"1.092"
"2025/02";"16";"10/02/2025";"1";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.578";"0";"1.450";"128";"1.326";"252";"1.578";"0"
"2025/02";"16";"11/02/2025";"2";"SP 69 (ex SS 496) tra Bondeno e Pilastri (confine regionale Lombardia)";"1.485";"0";"1.356";"129";"1.267";"218";"1.485";"0"
"2025/02";"17";"01/02/2025";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"8.626";"0";"8.445";"181";"6.151";"2.475";"0";"8.626"
"2025/02";"17";"02/02/2025";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"6.637";"0";"6.600";"37";"4.674";"1.963";"0";"6.637"
"2025/02";"17";"03/02/2025";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"10.755";"0";"9.652";"1.103";"8.654";"2.101";"10.755";"0"
"2025/02";"17";"04/02/2025";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"10.744";"0";"9.660";"1.084";"8.525";"2.219";"10.744";"0"
"2025/02";"17";"05/02/2025";"3";"SS 12 tra Mirandola e confine regionale Lombardia";"10.645";"0";"9.595";"1.050";"8.414";"2.231";"10.645";"0"
"2025/02";"17";"06/02/2025";"4";"SS 12 tra Mirandola e confine regionale Lombardia";"10.516";"0";"9.500";"1.016";"8.289";"2.227";"10.516";"0"
"2025/02";"17";"07/02/2025";"5";"SS 12 tra Mirandola e confine regionale Lombardia";"11.310";"0";"10.251";"1.059";"8.686";"2.624";"11.310";"0"
"2025/02";"17";"08/02/2025";"6";"SS 12 tra Mirandola e confine regionale Lombardia";"8.701";"0";"8.543";"158";"6.235";"2.466";"0";"8.701"
"2025/02";"17";"09/02/2025";"7";"SS 12 tra Mirandola e confine regionale Lombardia";"6.732";"0";"6.669";"63";"4.763";"1.969";"0";"6.732"
"2025/02";"17";"10/02/2025";"1";"SS 12 tra Mirandola e confine regionale Lombardia";"10.482";"0";"9.401";"1.081";"8.438";"2.044";"10.482";"0"
"2025/02";"17";"11/02/2025";"2";"SS 12 tra Mirandola e confine regionale Lombardia";"10.648";"0";"9.586";"1.062";"8.472";"2.176";"10.648";"0"
"2025/02";"19";"01/02/2025";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"9.575";"0";"9.215";"360";"7.143";"2.432";"0";"9.575"
"2025/02";"19";"02/02/2025";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"9.214";"0";"9.075";"139";"6.937";"2.277";"0";"9.214"
"2025/02";"19";"03/02/2025";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"11.930";"0";"9.391";"2.539";"9.381";"2.549";"11.930";"0"
"2025/02";"19";"04/02/2025";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.056";"0";"9.479";"2.577";"9.558";"2.498";"12.056";"0"
"2025/02";"19";"05/02/2025";"3";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.244";"0";"9.644";"2.600";"9.808";"2.436";"12.244";"0"
"2025/02";"19";"06/02/2025";"4";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.040";"0";"9.366";"2.674";"9.548";"2.492";"12.040";"0"
"2025/02";"19";"07/02/2025";"5";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.669";"0";"10.252";"2.417";"9.858";"2.811";"12.669";"0"
"2025/02";"19";"08/02/2025";"6";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"9.873";"0";"9.466";"407";"7.445";"2.428";"0";"9.873"
"2025/02";"19";"09/02/2025";"7";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"7.934";"0";"7.811";"123";"5.933";"2.001";"0";"7.934"
"2025/02";"19";"10/02/2025";"1";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"12.002";"0";"9.524";"2.478";"9.594";"2.408";"12.002";"0"
"2025/02";"19";"11/02/2025";"2";"SS 343 tra Colorno e ponte fiume Po (confine regionale Lombardia)";"11.934";"0";"9.444";"2.490";"9.449";"2.485";"11.934";"0"
"2025/02";"25";"01/02/2025";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.028";"0";"26.646";"382";"19.052";"7.976";"0";"27.028"
"2025/02";"25";"02/02/2025";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"23.214";"0";"23.097";"117";"16.435";"6.779";"0";"23.214"
"2025/02";"25";"03/02/2025";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"26.822";"0";"25.204";"1.618";"20.859";"5.963";"26.822";"0"
"2025/02";"25";"04/02/2025";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.878";"0";"26.027";"1.851";"21.661";"6.217";"27.878";"0"
"2025/02";"25";"05/02/2025";"3";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.095";"0";"26.251";"1.844";"21.748";"6.347";"28.095";"0"
"2025/02";"25";"06/02/2025";"4";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"28.172";"0";"26.371";"1.801";"21.597";"6.575";"28.172";"0"
"2025/02";"25";"07/02/2025";"5";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.684";"0";"26.055";"1.629";"20.576";"7.108";"27.684";"0"
"2025/02";"25";"08/02/2025";"6";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.115";"0";"26.713";"402";"19.325";"7.790";"0";"27.115"
"2025/02";"25";"09/02/2025";"7";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"21.514";"0";"21.396";"118";"15.069";"6.445";"0";"21.514"
"2025/02";"25";"10/02/2025";"1";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.453";"0";"25.697";"1.756";"21.208";"6.245";"27.453";"0"
"2025/02";"25";"11/02/2025";"2";"SS 9 a San Prospero Parmense tra Parma e confine provinciale Parma/Reggio Emilia";"27.183";"0";"25.460";"1.723";"20.901";"6.282";"27.183";"0"
"2025/02";"29";"01/02/2025";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"20.990";"0";"20.604";"386";"14.769";"6.221";"0";"20.990"
"2025/02";"29";"02/02/2025";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"19.696";"0";"19.516";"180";"14.361";"5.335";"0";"19.696"
"2025/02";"29";"03/02/2025";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.400";"0";"19.724";"2.676";"16.909";"5.491";"22.400";"0"
"2025/02";"29";"04/02/2025";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.286";"0";"20.083";"3.203";"17.240";"6.046";"23.286";"0"
"2025/02";"29";"05/02/2025";"3";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.320";"0";"19.805";"2.515";"17.178";"5.142";"22.320";"0"
"2025/02";"29";"06/02/2025";"4";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.836";"0";"20.371";"2.465";"17.480";"5.356";"22.836";"0"
"2025/02";"29";"07/02/2025";"5";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"23.414";"0";"21.238";"2.176";"17.594";"5.820";"23.414";"0"
"2025/02";"29";"08/02/2025";"6";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"21.836";"0";"21.413";"423";"15.372";"6.464";"0";"21.836"
"2025/02";"29";"09/02/2025";"7";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"19.397";"0";"19.225";"172";"14.001";"5.396";"0";"19.397"
"2025/02";"29";"10/02/2025";"1";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"21.920";"0";"19.647";"2.273";"17.045";"4.875";"21.920";"0"
"2025/02";"29";"11/02/2025";"2";"SS 9 tra Modena e Rubiera (confine provinciale Modena/Reggio Emilia)";"22.378";"0";"19.926";"2.452";"17.400";"4.978";"22.378";"0"
"2025/02";"53";"01/02/2025";"6";"SS 309 a San Giuseppe di Comacchio";"7.613";"0";"6.712";"901";"5.750";"1.863";"0";"7.613"
"2025/02";"53";"02/02/2025";"7";"SS 309 a San Giuseppe di Comacchio";"7.589";"0";"7.269";"320";"5.891";"1.698";"0";"7.589"
"2025/02";"53";"03/02/2025";"1";"SS 309 a San Giuseppe di Comacchio";"9.692";"0";"6.229";"3.463";"7.555";"2.137";"9.692";"0"
"2025/02";"53";"04/02/2025";"2";"SS 309 a San Giuseppe di Comacchio";"10.381";"0";"6.153";"4.228";"8.171";"2.210";"10.381";"0"
"2025/02";"53";"05/02/2025";"3";"SS 309 a San Giuseppe di Comacchio";"10.544";"0";"6.389";"4.155";"8.346";"2.198";"10.544";"0"
"2025/02";"53";"06/02/2025";"4";"SS 309 a San Giuseppe di Comacchio";"10.579";"0";"6.525";"4.054";"8.340";"2.239";"10.579";"0"
"2025/02";"53";"07/02/2025";"5";"SS 309 a San Giuseppe di Comacchio";"10.173";"0";"6.916";"3.257";"8.020";"2.153";"10.173";"0"
"2025/02";"53";"08/02/2025";"6";"SS 309 a San Giuseppe di Comacchio";"7.902";"0";"6.963";"939";"6.016";"1.886";"0";"7.902"
"2025/02";"53";"09/02/2025";"7";"SS 309 a San Giuseppe di Comacchio";"6.965";"0";"6.617";"348";"5.265";"1.700";"0";"6.965"
"2025/02";"53";"10/02/2025";"1";"SS 309 a San Giuseppe di Comacchio";"10.082";"0";"6.301";"3.781";"7.948";"2.134";"10.082";"0"
"2025/02";"53";"11/02/2025";"2";"SS 309 a San Giuseppe di Comacchio";"10.355";"0";"6.143";"4.212";"8.222";"2.133";"10.355";"0"
"2025/02";"95";"01/02/2025";"6";"SS 10 tra Castel San Giovanni e Sarmato";"10.652";"0";"10.483";"169";"7.935";"2.717";"0";"10.652"
"2025/02";"95";"02/02/2025";"7";"SS 10 tra Castel San Giovanni e Sarmato";"8.759";"0";"8.686";"73";"6.617";"2.142";"0";"8.759"
"2025/02";"95";"03/02/2025";"1";"SS 10 tra Castel San Giovanni e Sarmato";"12.984";"1";"12.130";"853";"10.370";"2.614";"12.984";"0"
"2025/02";"95";"04/02/2025";"2";"SS 10 tra Castel San Giovanni e Sarmato";"13.214";"1";"12.215";"998";"10.515";"2.699";"13.214";"0"
"2025/02";"95";"05/02/2025";"3";"SS 10 tra Castel San Giovanni e Sarmato";"13.001";"0";"12.117";"884";"10.334";"2.667";"13.001";"0"
"2025/02";"95";"06/02/2025";"4";"SS 10 tra Castel San Giovanni e Sarmato";"13.240";"0";"12.255";"985";"10.499";"2.741";"13.240";"0"
"2025/02";"95";"07/02/2025";"5";"SS 10 tra Castel San Giovanni e Sarmato";"13.723";"0";"12.788";"935";"10.591";"3.132";"13.723";"0"
"2025/02";"95";"08/02/2025";"6";"SS 10 tra Castel San Giovanni e Sarmato";"10.459";"0";"10.266";"193";"7.749";"2.710";"0";"10.459"
"2025/02";"95";"09/02/2025";"7";"SS 10 tra Castel San Giovanni e Sarmato";"7.956";"0";"7.901";"55";"5.793";"2.163";"0";"7.956"
"2025/02";"95";"10/02/2025";"1";"SS 10 tra Castel San Giovanni e Sarmato";"12.889";"1";"11.919";"969";"10.204";"2.685";"12.889";"0"
"2025/02";"95";"11/02/2025";"2";"SS 10 tra Castel San Giovanni e Sarmato";"12.887";"0";"11.933";"954";"10.235";"2.652";"12.887";"0"
"2025/02";"98";"01/02/2025";"6";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.361";"0";"2.317";"44";"1.847";"514";"0";"2.361"
"2025/02";"98";"02/02/2025";"7";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.078";"0";"2.073";"5";"1.670";"408";"0";"2.078"
"2025/02";"98";"03/02/2025";"1";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.644";"0";"2.534";"110";"2.129";"515";"2.644";"0"
"2025/02";"98";"04/02/2025";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.345";"0";"2.241";"104";"1.892";"453";"2.345";"0"
"2025/02";"98";"05/02/2025";"3";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"1.611";"0";"1.527";"84";"1.272";"339";"1.611";"0"
"2025/02";"98";"06/02/2025";"4";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"1.762";"0";"1.663";"99";"1.318";"444";"1.762";"0"
"2025/02";"98";"07/02/2025";"5";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.715";"0";"2.563";"152";"2.150";"565";"2.715";"0"
"2025/02";"98";"08/02/2025";"6";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.345";"0";"2.301";"44";"1.882";"463";"0";"2.345"
"2025/02";"98";"09/02/2025";"7";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"1.878";"0";"1.872";"6";"1.529";"349";"0";"1.878"
"2025/02";"98";"10/02/2025";"1";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.713";"0";"2.597";"116";"2.174";"539";"2.713";"0"
"2025/02";"98";"11/02/2025";"2";"SP 302R tra Brisighella e San Martino in Gattara (confine regionale Toscana)";"2.540";"0";"2.418";"122";"2.052";"488";"2.540";"0"
"2025/02";"104";"01/02/2025";"6";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"02/02/2025";"7";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"03/02/2025";"1";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"04/02/2025";"2";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"05/02/2025";"3";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"06/02/2025";"4";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"07/02/2025";"5";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"08/02/2025";"6";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"09/02/2025";"7";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"10/02/2025";"1";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"104";"11/02/2025";"2";"SP 10(1) a Ragazzola sul ponte del fiume Po (confine regionale Lombardia)";"";"";"";"";"";"";"";""
"2025/02";"107";"01/02/2025";"6";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"6.950";"0";"6.808";"142";"5.185";"1.765";"0";"6.950"
"2025/02";"107";"02/02/2025";"7";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"5.878";"0";"5.837";"41";"4.379";"1.499";"0";"5.878"
"2025/02";"107";"03/02/2025";"1";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.240";"0";"8.242";"998";"7.471";"1.769";"9.240";"0"
"2025/02";"107";"04/02/2025";"2";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.610";"0";"8.605";"1.005";"7.800";"1.810";"9.610";"0"
"2025/02";"107";"05/02/2025";"3";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.791";"0";"8.757";"1.034";"7.854";"1.937";"9.791";"0"
"2025/02";"107";"06/02/2025";"4";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.861";"0";"8.795";"1.066";"7.856";"2.005";"9.861";"0"
"2025/02";"107";"07/02/2025";"5";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.642";"0";"8.684";"958";"7.620";"2.022";"9.642";"0"
"2025/02";"107";"08/02/2025";"6";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"7.692";"0";"7.537";"155";"5.796";"1.896";"0";"7.692"
"2025/02";"107";"09/02/2025";"7";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"5.519";"0";"5.489";"30";"4.108";"1.411";"0";"5.519"
"2025/02";"107";"10/02/2025";"1";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.427";"0";"8.388";"1.039";"7.673";"1.754";"9.427";"0"
"2025/02";"107";"11/02/2025";"2";"SP 85 tra Rubiera e Fontana (viadotto A 1)";"9.462";"0";"8.437";"1.025";"7.730";"1.732";"9.462";"0"
"2025/02";"112";"01/02/2025";"6";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"12.130";"0";"11.808";"322";"9.159";"2.971";"0";"12.130"
"2025/02";"112";"02/02/2025";"7";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"10.053";"0";"9.967";"86";"7.511";"2.542";"0";"10.053"
"2025/02";"112";"03/02/2025";"1";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"14.104";"0";"12.105";"1.999";"11.578";"2.526";"14.104";"0"
"2025/02";"112";"04/02/2025";"2";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"13.962";"3";"12.133";"1.826";"11.116";"2.846";"13.962";"0"
"2025/02";"112";"05/02/2025";"3";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"11.282";"0";"9.789";"1.493";"9.289";"1.993";"11.282";"0"
"2025/02";"112";"06/02/2025";"4";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"11.964";"1";"10.377";"1.586";"9.648";"2.316";"11.964";"0"
"2025/02";"112";"07/02/2025";"5";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"11.433";"1";"10.125";"1.307";"9.110";"2.323";"11.433";"0"
"2025/02";"112";"08/02/2025";"6";"SP 111 tra Boretto e ponte fiume Po (confine regionale Lombardia)";"11.596";"0";"11.254";"342";"9.306";"2.290";"0";"11.596"
"2025/02";"115";"01/02/2025";"6";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.300";"0";"2.230";"70";"1.763";"537";"0";"2.300"
"2025/02";"115";"02/02/2025";"7";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"1.997";"0";"1.972";"25";"1.442";"555";"0";"1.997"
"2025/02";"115";"03/02/2025";"1";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.622";"0";"2.271";"351";"2.090";"532";"2.622";"0"
"2025/02";"115";"04/02/2025";"2";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.760";"0";"2.427";"333";"2.231";"529";"2.760";"0"
"2025/02";"115";"05/02/2025";"3";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.571";"0";"2.252";"319";"2.061";"510";"2.571";"0"
"2025/02";"115";"06/02/2025";"4";"SP 68 (ex SS 495) ad Ariano Polesine (confine regionale Veneto)";"2.771";"0";"2.444";"327";"2.217";"554";"2.771";"0"
